Region,Subregion,Country,State/Province,Project Name,Latitude,Longitude,Location accuracy,Project_phase,Project_scale,Technology Type,Start year,Estimated_start_year,Capacity (MW),Capacity Rating,Estimated_capacity(MWdc),Estimated land area(hectares/MW),Estimated spatial footprint(m²/MW)
Europe,Western Europe,France,,Tarnos solar project,43.5406,-1.4612,approximate,Active,Medium,PV,2023,2023,8.3,MWac,10.375,23.34375,259375
Europe,Western Europe,France,Nouvelle-Aquitaine,Tarris solar farm,44.731,0.2934,approximate,Active,Medium,PV,2022,2022,6,MWac,7.5,16.875,187500
Europe,Western Europe,France,Nouvelle-Aquitaine,Taurio solar farm,45.8864,1.3975,approximate,Active,Medium,PV,2022,2022,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,,Technique Solaire 52 - Agriva01 solar project,46.1223,0.1055,approximate,Active,Medium,PV,2023,2023,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Pays de la Loire,Technique Solaire Invest 13 solar farm,47.399,-2.307,approximate,Active,Medium,PV,2018,2018,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Nouvelle-Aquitaine,Technique Solaire Invest 2 solar farm,46.13,0.1697,approximate,Active,Medium,PV,2017,2017,4,MWac,5,11.25,125000
Europe,Western Europe,France,Nouvelle-Aquitaine,Technique Solaire Invest 27 solar farm,45.6513,0.1577,approximate,Active,Medium,PV,2019,2019,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Pays de la Loire,Technique Solaire Invest 32 solar farm,46.525,-0.9983,approximate,Active,Medium,PV,2022,2022,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Pays de la Loire,Technique Solaire Invest 41 - 49480 solar farm,47.5179,-0.4675,approximate,Active,Medium,PV,2022,2022,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,Pays de la Loire,Technique Solaire Invest 41 solar farm,47.1031,-1.8647,approximate,Active,Medium,PV,2022,2022,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,,Technique Solaire Invest 41 solar project,45.7722,-0.8877,approximate,Active,Medium,PV,0,2017,6.3,MWac,7.875,17.71875,196875
Europe,Western Europe,France,,Technique Solaire Invest 45 - 85140 solar project,46.7861,-1.2528,approximate,Active,Medium,PV,0,2017,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Nouvelle-Aquitaine,Technique Solaire Invest 9 solar farm,46.3241,-0.4649,approximate,Active,Medium,PV,2017,2017,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Technopolis solar farm,43.4057,5.0548,approximate,Active,Medium,PV,2015,2015,3.3,MWac,4.125,9.28125,103125
Europe,Western Europe,France,Île-de-France,Tecnolib Site Ollainville solar farm,48.5906,2.2168,approximate,Active,Medium,PV,2022,2022,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Occitanie,Tenao 31 - Distillerie Ornaisons solar farm,43.1772,2.7863,approximate,Active,Medium,PV,2021,2021,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Tengauloise solar farm,43.9622,4.8603,approximate,Active,Medium,PV,2021,2021,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Occitanie,Tenoac Batlle solar farm,42.6297,2.6836,approximate,Active,Medium,PV,2018,2018,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Occitanie,Tenoac Stade solar farm,43.7578,1.9972,approximate,Active,Medium,PV,2018,2018,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Tensolar Tenbar 3 solar farm,43.4714,6.5661,approximate,Active,Medium,PV,2021,2021,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,,Themis solar project,42.4987,1.9968,approximate,Active,Medium,PV,0,2017,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Nouvelle-Aquitaine,Thenon Confidentiel solar farm,45.1371,1.0699,approximate,Active,Medium,PV,2020,2020,12.1,MWac,15.125,34.03125,378125
Europe,Western Europe,France,Nouvelle-Aquitaine,Thomas 01 solar farm,45.9508,1.134,approximate,Active,Medium,PV,2021,2021,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Thorenc solar farm,43.7735,6.7859,approximate,Active,Medium,PV,2022,2022,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Thorenc solar farm,43.7735,6.7859,approximate,Active,Medium,PV,2022,2022,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Thorenc solar farm,43.7735,6.7859,approximate,Active,Medium,PV,2022,2022,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Occitanie,Thézan-des-Corbières Confidentiel solar farm,43.1036,2.7694,approximate,Active,Medium,PV,2014,2014,1.9,MWac,2.375,5.34375,59375
Europe,Western Europe,France,Occitanie,Thézan-lès-Béziers Confidentiel solar farm,43.4218,3.1704,approximate,Active,Medium,PV,2016,2016,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,Pays de la Loire,Tiercé Confidentiel solar farm,47.6153,-0.4674,approximate,Active,Medium,PV,2022,2022,3.6,MWac,4.5,10.125,112500
Europe,Western Europe,France,Nouvelle-Aquitaine,Tigf-Lalugran solar farm,44.52,-0.1528,approximate,Active,Medium,PV,2019,2019,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Til-Chatel solar farm,47.5155,5.1754,approximate,Active,Medium,PV,2022,2022,16.1,MWac,20.125,45.28125,503125
Europe,Western Europe,France,,Til-Châtel solar farm,47.5152,5.1799,approximate,Active,Medium,PV,0,2017,19,MWp/dc,19,42.75,475000
Europe,Western Europe,France,Nouvelle-Aquitaine,Tiper Solaire solar farm,46.9832,-0.2058,approximate,Active,Medium,PV,2015,2015,8.2,MWac,10.25,23.0625,256250
Europe,Western Europe,France,Normandie,Tirepied-sur-Sée Confidentiel solar farm,48.721,-1.2746,approximate,Active,Medium,PV,2012,2012,4.6,MWac,5.75,12.9375,143750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Tiroclas solar farm,44.3852,4.9906,approximate,Active,Medium,PV,2015,2015,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,,Tonneins solar project,44.3906,0.3092,approximate,Active,Medium,PV,2023,2023,5.3,MWac,6.625,14.90625,165625
Europe,Western Europe,France,,Tonnerre Confidentiel solar project,47.8565,3.9733,approximate,Active,Medium,PV,2022,2022,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Occitanie,Toulouse Confidentiel solar farm I,43.6045,1.4442,approximate,Active,Medium,PV,2016,2016,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Toulouse Confidentiel solar farm II,43.6045,1.4442,approximate,Active,Medium,PV,2018,2018,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Occitanie,Toulouse Confidentiel solar farm III,43.6045,1.4442,approximate,Active,Medium,PV,2020,2020,11.9,MWac,14.875,33.46875,371875
Europe,Western Europe,France,,Tracy-sur-Loire Confidentiel solar project,47.3193,2.9085,approximate,Active,Medium,PV,2023,2023,6.7,MWac,8.375,18.84375,209375
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Trescléoux Confidentiel solar farm,44.3546,5.7088,approximate,Active,Medium,PV,2019,2019,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,Occitanie,Tresques Confidentiel solar farm,44.1066,4.5868,approximate,Active,Medium,PV,2019,2019,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Occitanie,Tresserre Confidentiel solar farm,42.5631,2.8295,approximate,Active,Medium,PV,2018,2018,1.9,MWac,2.375,5.34375,59375
Europe,Western Europe,France,,Tresserre Confidentiel solar project II,42.5631,2.8295,approximate,Active,Medium,PV,0,2017,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Occitanie,Treviols solar farm,43.7311,3.3189,approximate,Active,Medium,PV,2018,2018,4.7,MWac,5.875,13.21875,146875
Europe,Western Europe,France,Occitanie,Tripausud solar farm,44.1258,0.8244,approximate,Active,Medium,PV,2018,2018,4,MWac,5,11.25,125000
Europe,Western Europe,France,,Tritteling-Redlach Confidentiel solar project,49.0788,6.6191,approximate,Active,Medium,PV,0,2017,15,MWac,18.75,42.1875,468750
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Tronquieres solar farm,44.9285,2.4433,approximate,Active,Medium,PV,2014,2014,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,,Tulip Distribution solar project,49.0973,2.7573,approximate,Active,Medium,PV,2023,2023,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Uchaux Confidentiel solar farm,44.2091,4.8011,approximate,Active,Medium,PV,2019,2019,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Occitanie,Uglas Confidentiel solar farm,43.1405,0.4337,approximate,Active,Medium,PV,2012,2012,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Grand Est,Uhlwiller Confidentiel solar farm,48.8211,7.6748,approximate,Active,Medium,PV,2012,2012,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Grand Est,Ungersheim Confidentiel solar farm,47.8776,7.3066,approximate,Active,Medium,PV,2020,2020,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Upaix 50 solar farm,44.318,5.8743,approximate,Active,Medium,PV,2017,2017,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Upaix Confidentiel solar farm,44.318,5.8743,approximate,Active,Medium,PV,2018,2018,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Upie Confidentiel solar farm,44.8043,4.9795,approximate,Active,Medium,PV,2019,2019,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Urba 102 solar farm,43.4381,4.9456,approximate,Active,Medium,PV,2022,2022,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Île-de-France,Urba 106 solar farm,48.8799,2.7658,approximate,Active,Medium,PV,2022,2022,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Nouvelle-Aquitaine,Urba 112 solar farm,45.6257,0.0511,approximate,Active,Medium,PV,2020,2020,15,MWac,18.75,42.1875,468750
Europe,Western Europe,France,Pays de la Loire,Urba 148 solar farm,47.1224,-1.6346,approximate,Active,Medium,PV,2020,2020,8.4,MWac,10.5,23.625,262500
Europe,Western Europe,France,Occitanie,Urba 162 solar farm,43.7695,4.4268,approximate,Active,Medium,PV,2021,2021,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Grand Est,Urba 176 - CRE4 solar farm,49.0614,7.0372,approximate,Active,Medium,PV,2021,2021,5.9,MWac,7.375,16.59375,184375
Europe,Western Europe,France,Bourgogne-Franche-Comté,Urba 177 solar farm,47.348,5.5872,approximate,Active,Medium,PV,2022,2022,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Bourgogne-Franche-Comté,Urba 178 solar farm,47.6633,5.972,approximate,Active,Medium,PV,2022,2022,2.4,MWac,3,6.75,75000
Europe,Western Europe,France,Grand Est,Urba 187 solar farm,48.7676,4.8449,approximate,Active,Medium,PV,2022,2022,7.4,MWac,9.25,20.8125,231250
Europe,Western Europe,France,,Urba 203 solar project,47.1224,-1.6346,approximate,Active,Medium,PV,0,2016,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Île-de-France,Urba 205 solar farm,48.8799,2.7658,approximate,Active,Medium,PV,2022,2022,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Grand Est,Urba 229 - 51320 solar farm,48.8046,4.2595,approximate,Active,Medium,PV,2021,2021,6.9,MWac,8.625,19.40625,215625
Europe,Western Europe,France,,Urba 234 solar project,48.9809,2.0031,approximate,Active,Medium,PV,0,2017,15.6,MWac,19.5,43.875,487500
Europe,Western Europe,France,,Urba 251 solar project,43.433,6.736,approximate,Active,Medium,PV,0,2017,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,Grand Est,Urba 253 solar farm,48.1259,7.379,approximate,Active,Medium,PV,2022,2022,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,,Urba 273 solar project,48.8799,2.7658,approximate,Active,Medium,PV,0,2017,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,,Urba 293 - 49490 solar project,47.5112,0.1072,approximate,Active,Medium,PV,0,2017,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,,Urba 316 solar project,43.677,4.4318,approximate,Active,Medium,PV,0,2017,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Urba 46 solar farm,46.1699,5.2834,approximate,Active,Medium,PV,2022,2022,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,,Urba 59 - 83149 solar project,43.472,5.9535,approximate,Active,Medium,PV,0,2017,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Occitanie,Urba 6 solar farm,43.8254,4.2627,approximate,Active,Medium,PV,2022,2022,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Grand Est,Urba 60 solar farm,48.5397,6.6031,approximate,Active,Medium,PV,2022,2022,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Nouvelle-Aquitaine,Uzerche Confidentiel solar farm,45.4243,1.5637,approximate,Active,Medium,PV,2019,2019,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Nouvelle-Aquitaine,VMH 1 solar farm,45.8876,0.5891,approximate,Active,Medium,PV,2018,2018,7.8,MWac,9.75,21.9375,243750
Europe,Western Europe,France,Nouvelle-Aquitaine,VMH 11 solar farm,45.1658,-0.3006,approximate,Active,Medium,PV,2018,2018,10.8,MWac,13.5,30.375,337500
Europe,Western Europe,France,Pays de la Loire,Vaas Confidentiel solar farm,47.6688,0.3144,approximate,Active,Medium,PV,2021,2021,13.5,MWac,16.875,37.96875,421875
Europe,Western Europe,France,Nouvelle-Aquitaine,Val de Louyre et Caudeau Confidentiel solar farm,44.9752,0.8147,approximate,Active,Medium,PV,2014,2014,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Valderoure solar farm,43.7971,6.7094,approximate,Active,Medium,PV,2012,2012,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Occitanie,Valeco Ingenierie solar farm,44.1555,3.0975,approximate,Active,Medium,PV,2022,2022,3.1,MWac,3.875,8.71875,96875
Europe,Western Europe,France,Occitanie,Valemo solar farm,43.9136,1.2733,approximate,Active,Medium,PV,2021,2021,4,MWac,5,11.25,125000
Europe,Western Europe,France,Nouvelle-Aquitaine,Valence-en-Poitou Confidentiel solar farm,46.3169,0.2156,approximate,Active,Medium,PV,2021,2021,1.9,MWac,2.375,5.34375,59375
Europe,Western Europe,France,Occitanie,Valence-sur-Baïse Confidentiel solar farm,43.882,0.3804,approximate,Active,Medium,PV,2011,2011,8.3,MWac,10.375,23.34375,259375
Europe,Western Europe,France,Hauts-de-France,Valenciennes Confidentiel solar farm,50.3579,3.5235,approximate,Active,Medium,PV,2009,2009,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Centre-Val de Loire,Valencisse Confidentiel solar farm,47.5716,1.2025,approximate,Active,Medium,PV,2021,2021,7.1,MWac,8.875,19.96875,221875
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Valensole solar farm,43.8379,5.984,approximate,Active,Medium,PV,2011,2011,10.9,MWac,13.625,30.65625,340625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Valeo (FRS00992) solar farm,45.6315,5.1106,approximate,Active,Medium,PV,2012,2012,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Occitanie,Vallabrègues Confidentiel solar farm,43.8526,4.6275,approximate,Active,Medium,PV,2014,2014,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,,Vallet Technique Solaire Invest 58 solar project,47.161,-1.2657,approximate,Active,Medium,PV,2023,2023,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Occitanie,Vallérargues Confidentiel solar farm,44.1315,4.3518,approximate,Active,Medium,PV,2013,2013,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,Grand Est,Valmont solar farm,49.7391,0.5167,approximate,Upcoming Projects,Medium,PV,2025,2025,10,MWp/dc,10,22.5,250000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Valréas Confidentiel solar farm,44.3852,4.9906,approximate,Active,Medium,PV,2018,2018,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Vals-près-le-Puy Confidentiel solar farm,45.0301,3.8757,approximate,Active,Medium,PV,2014,2014,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Nouvelle-Aquitaine,Vanxains Confidentiel solar farm,45.216,0.2857,approximate,Active,Medium,PV,2019,2019,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Varages Confidentiel solar farm,43.5968,5.9604,approximate,Active,Medium,PV,2013,2013,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,,Varennes-Changy Confidentiel solar project,47.8656,2.6595,approximate,Active,Medium,PV,2023,2023,4.3,MWac,5.375,12.09375,134375
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Varennes-sur-Allier Confidentiel solar farm I,46.3128,3.4034,approximate,Active,Medium,PV,2020,2020,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Varennes-sur-Allier Confidentiel solar farm II,46.3128,3.4034,approximate,Active,Medium,PV,2021,2021,3.1,MWac,3.875,8.71875,96875
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Varennes-sur-Allier Confidentiel solar farm III,46.3128,3.4034,approximate,Active,Medium,PV,2022,2022,9.9,MWac,12.375,27.84375,309375
Europe,Western Europe,France,,Varennes-sur-Allier Confidentiel solar project III,46.3127,3.4034,approximate,Active,Medium,PV,0,2017,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Nouvelle-Aquitaine,Vasseu 01 TSAO4.5_P4 solar farm,44.6064,-0.7698,approximate,Active,Medium,PV,2021,2021,5.5,MWac,6.875,15.46875,171875
Europe,Western Europe,France,,Vaulx-Milieu Confidentiel solar project,45.6123,5.1823,approximate,Active,Medium,PV,0,2017,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Vaunaveys-la-Rochette Confidentiel solar farm,44.7682,5.0336,approximate,Active,Medium,PV,2018,2018,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Occitanie,Vauvert Confidentiel solar farm,43.6924,4.2755,approximate,Active,Medium,PV,2017,2017,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Venanson Confidentiel solar farm I,44.0529,7.2539,approximate,Active,Medium,PV,2018,2018,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Occitanie,Vendres Confidentiel solar farm,43.2686,3.2237,approximate,Active,Medium,PV,2011,2011,4,MWac,5,11.25,125000
Europe,Western Europe,France,Centre-Val de Loire,Vendôme Confidentiel solar farm,47.7935,1.0662,approximate,Active,Medium,PV,2021,2021,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,,Ventabren Confidentiel solar project,43.5385,5.2927,approximate,Active,Medium,PV,2023,2023,4,MWac,5,11.25,125000
Europe,Western Europe,France,Occitanie,Vents D Oc Centrale Energie Renouvelable 11 solar farm,43.3607,3.4263,approximate,Active,Medium,PV,2013,2013,3.7,MWac,4.625,10.40625,115625
Europe,Western Europe,France,Occitanie,Vents D Oc Energie Renouvelable 18 solar farm,43.3607,3.4263,approximate,Active,Medium,PV,2019,2019,1.9,MWac,2.375,5.34375,59375
Europe,Western Europe,France,,Verdonnet Confidentiel solar project,47.7367,4.3304,approximate,Active,Medium,PV,0,2017,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Occitanie,Vergers de Mauguio solar farm,43.6494,4.0411,approximate,Active,Medium,PV,2012,2012,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Vergers de la Teyssonne solar farm,44.7031,4.7994,approximate,Active,Medium,PV,2022,2022,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,Bourgogne-Franche-Comté,Vermenton Les Poulettes solar farm,47.6695,3.7503,approximate,Active,Medium,PV,2020,2020,11.7,MWac,14.625,32.90625,365625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Verneix Confidentiel solar farm,46.3972,2.6724,approximate,Active,Medium,PV,2017,2017,6.8,MWac,8.5,19.125,212500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Verneuil Confidentiel solar farm I,46.8611,3.5576,approximate,Active,Medium,PV,2017,2017,9,MWac,11.25,25.3125,281250
Europe,Western Europe,France,Bourgogne-Franche-Comté,Verneuil Confidentiel solar farm II,46.8611,3.5576,approximate,Active,Medium,PV,2017,2017,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Bourgogne-Franche-Comté,Verneuil Confidentiel solar farm III,46.8611,3.5576,approximate,Active,Medium,PV,2017,2017,9,MWac,11.25,25.3125,281250
Europe,Western Europe,France,Nouvelle-Aquitaine,Verneuil-Moustiers Confidentiel solar farm,46.3398,1.1353,approximate,Active,Medium,PV,2015,2015,9.2,MWac,11.5,25.875,287500
Europe,Western Europe,France,Nouvelle-Aquitaine,Vernon Confidentiel solar farm,46.4401,0.4769,approximate,Active,Medium,PV,2021,2021,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Occitanie,Vias Confidentiel solar farm,43.3108,3.4202,approximate,Active,Medium,PV,2010,2010,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,,Vias Confidentiel solar project II,43.3108,3.4202,approximate,Active,Medium,PV,2023,2023,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,,Viennay Privé solar project,46.6895,-0.2438,approximate,Active,Medium,PV,0,2017,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Centre-Val de Loire,Vierzon Confidentiel solar farm,47.2218,2.0691,approximate,Active,Medium,PV,2021,2021,4,MWac,5,11.25,125000
Europe,Western Europe,France,Pays de la Loire,Villaines-la-Juhel Confidentiel solar farm,48.3452,-0.2781,approximate,Active,Medium,PV,2020,2020,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Occitanie,Villanière Confidentiel solar farm I,43.3421,2.3611,approximate,Active,Medium,PV,2011,2011,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Occitanie,Villanière Confidentiel solar farm II,43.3421,2.3611,approximate,Active,Medium,PV,2016,2016,9.6,MWac,12,27,300000
Europe,Western Europe,France,Occitanie,Villasavary Confidentiel solar farm,43.2207,2.0385,approximate,Active,Medium,PV,2016,2016,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Villebois Confidentiel solar farm,45.8464,5.435,approximate,Active,Medium,PV,2019,2019,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Centre-Val de Loire,Villefranche-sur-Cher Confidentiel solar farm I,47.2936,1.7706,approximate,Active,Medium,PV,2015,2015,3.1,MWac,3.875,8.71875,96875
Europe,Western Europe,France,Centre-Val de Loire,Villefranche-sur-Cher Confidentiel solar farm II,47.2936,1.7706,approximate,Active,Medium,PV,2019,2019,4,MWac,5,11.25,125000
Europe,Western Europe,France,Centre-Val de Loire,Villefranche-sur-Cher Confidentiel solar farm III,47.2936,1.7706,approximate,Active,Medium,PV,2022,2022,5.5,MWac,6.875,15.46875,171875
Europe,Western Europe,France,Centre-Val de Loire,Villeherviers Confidentiel solar farm,47.3633,1.7904,approximate,Active,Medium,PV,2021,2021,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Nouvelle-Aquitaine,Villenave Confidentiel solar farm,43.9686,-0.8084,approximate,Active,Medium,PV,2014,2014,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Villeneuve-d'Entraunes Confidentiel solar farm,44.1203,6.7959,approximate,Active,Medium,PV,2014,2014,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,Occitanie,Villeneuve-la-Comptal Confidentiel solar farm,43.288,1.9222,approximate,Active,Medium,PV,2021,2021,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,,Villeneuve-la-Rivière Confidentiel solar project,42.6933,2.8028,approximate,Active,Medium,PV,0,2017,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Occitanie,Villeneuve-lès-Bouloc Confidentiel solar farm,43.7698,1.4275,approximate,Active,Medium,PV,2020,2020,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Nouvelle-Aquitaine,Villeneuve-sur-Lot Confidentiel solar farm,44.4057,0.7046,approximate,Active,Medium,PV,2020,2020,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Hauts-de-France,Villers-Cotterêts Confidentiel solar farm,49.255,3.0909,approximate,Active,Medium,PV,2022,2022,7.6,MWac,9.5,21.375,237500
Europe,Western Europe,France,,Villers-Cotterêts Confidentiel solar project I,49.2549,3.0909,approximate,Active,Medium,PV,2023,2023,7.6,MWac,9.5,21.375,237500
Europe,Western Europe,France,Occitanie,Villetelle Confidentiel solar farm,43.7339,4.1397,approximate,Active,Medium,PV,2021,2021,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Nouvelle-Aquitaine,Villognon Confidentiel solar farm,45.861,0.0981,approximate,Active,Medium,PV,2022,2022,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,,Villognon Confidentiel solar project I,45.8609,0.0981,approximate,Active,Medium,PV,0,2017,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Vinon-sur-Verdon Confidentiel solar farm,43.7245,5.8128,approximate,Active,Medium,PV,2017,2017,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Virgnin solar farm,45.7178,5.7132,approximate,Active,Medium,PV,2021,2021,3.2,MWac,4,9,100000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Vitrolles Confidentiel solar farm I,43.4594,5.2483,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Vitrolles Confidentiel solar farm II,44.4347,5.9496,approximate,Active,Medium,PV,2014,2014,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,,Vitry-en-Charollais Confidentiel solar project,46.4543,4.0593,approximate,Active,Medium,PV,0,2017,5.7,MWac,7.125,16.03125,178125
Europe,Western Europe,France,Occitanie,Viviers-lès-Montagnes Confidentiel solar farm,43.5546,2.1748,approximate,Active,Medium,PV,2017,2017,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Nouvelle-Aquitaine,Vivonne Confidentiel solar farm,46.4262,0.2584,approximate,Active,Medium,PV,2022,2022,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,,Voivres-lès-le-Mans Confidentiel solar project,47.9292,0.0725,approximate,Active,Medium,PV,0,2017,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Volterre solar farm,45.0043,4.8715,approximate,Active,Medium,PV,2011,2011,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,,Vézénobres Confidentiel solar project,44.0529,4.1363,approximate,Active,Medium,PV,2022,2022,2.5,MWac,3.125,7.03125,78125
